cbb_id,player,school,season,conf_abbr,class,height,weight,rsci,pos,games,games_started,mp,fg3_per_min,fg3_pct,ft_pct,efg_pct,trb_per_min,ast_per_min,stl_per_min,blk_per_min,tov_per_min,pts_per_min,per,ts_pct,usg_pct,ws,obpm,dbpm,bpm,team_sos,team_srs
michael-savarino-1,Michael Savarino,duke,2019-20,,FR,6-0,185,,G,0,0,0,,,,,,,,,,,,,,,,,,8.0,22.55
matthew-hurt-1,Matthew Hurt,duke,2020-21,,SO,6-9,235,12 (2019),F,24,23,784,2.9,0.444,0.724,0.651,7.6,1.7,0.9,0.9,1.4,22.4,26.3,0.663,22.8,4.3,8.5,1.5,9.9,8.33,13.04
dj-steward-1,DJ Steward,duke,2020-21,,FR,6-2,163,24 (2020),G,24,22,739,2.3,0.341,0.811,0.508,5.0,3.1,1.4,0.8,2.6,16.9,17.5,0.538,22.8,2.1,3.8,0.7,4.5,8.33,13.04
jordan-goldwire-1,Jordan Goldwire,duke,2020-21,,SR,6-2,184,,G,24,12,685,1.1,0.333,0.737,0.446,4.1,5.6,3.1,0.1,2.0,8.1,13.6,0.466,13.3,1.7,0.3,4.2,4.6,8.33,13.04
wendell-moorejr-1,Wendell Moore Jr.,duke,2020-21,,SO,6-5,216,25 (2019),F,24,18,662,1.3,0.301,0.848,0.471,6.9,3.9,1.8,0.2,2.9,14.1,15.3,0.511,20.7,1.7,1.2,1.5,2.7,8.33,13.04
jeremy-roach-2,Jeremy Roach,duke,2020-21,,FR,6-1,175,20 (2020),G,24,18,658,1.6,0.313,0.675,0.532,3.2,4.0,1.2,0.1,2.9,12.7,11.7,0.55,17.9,1.3,0.0,0.2,0.1,8.33,13.04
mark-williams-7,Mark Williams,duke,2020-21,,FR,7-0,243,25 (2020),C,23,15,350,0.0,,0.537,0.664,11.8,1.9,1.5,3.7,2.3,18.7,30.2,0.648,20.8,1.9,6.0,3.7,9.7,8.33,13.04
jalen-johnson-24,Jalen Johnson,duke,2020-21,,FR,6-9,220,11 (2020),F,13,8,278,1.2,0.444,0.632,0.56,11.4,4.2,2.2,2.3,4.7,21.0,25.8,0.575,28.6,1.1,4.3,4.2,8.5,8.33,13.04
jaemyn-brakefield-1,Jaemyn Brakefield,duke,2020-21,,FR,6-8,216,33 (2020),F,22,2,275,1.6,0.314,0.417,0.48,8.1,1.5,1.2,1.3,1.5,11.3,12.7,0.477,16.6,0.6,0.5,1.4,1.9,8.33,13.04
joey-baker-1,Joey Baker,duke,2020-21,,JR,6-6,201,37 (2018),F,23,1,265,2.4,0.314,0.75,0.423,4.1,1.4,1.2,0.9,2.7,10.0,5.7,0.441,17.4,0.1,-2.0,0.1,-1.9,8.33,13.04
henry-coleman-iii-1,Henry Coleman III,duke,2020-21,,FR,6-7,229,49 (2020),F,19,0,95,0.0,0.0,0.2,0.5,10.9,1.3,1.3,2.5,2.1,8.8,16.1,0.469,14.3,0.2,0.6,0.7,1.3,8.33,13.04
patrick-tape-1,Patrick Tape,duke,2020-21,,SR,6-9,233,,F,10,1,45,0.0,,0.25,0.385,9.8,2.7,4.4,1.8,3.6,9.8,12.8,0.369,20.9,0.1,-5.3,5.1,-0.2,8.33,13.04
keenan-worthington-1,Keenan Worthington,duke,2020-21,,SO,6-9,225,,F,2,0,5,0.0,,0.5,0.5,16.0,0.0,0.0,0.0,0.0,24.0,36.3,0.508,29.3,0.0,10.1,-9.2,0.9,8.33,13.04
mike-buckmire-1,Mike Buckmire,duke,2020-21,,SR,6-2,175,,G,4,0,5,0.0,,,0.333,8.0,0.0,0.0,0.0,8.0,16.0,-1.2,0.333,39.8,0.0,-7.4,-10.2,-17.6,8.33,13.04
michael-savarino-1,Michael Savarino,duke,2020-21,,SO,6-0,185,,G,2,0,4,0.0,0.0,0.5,0.0,10.0,10.0,0.0,0.0,0.0,10.0,14.1,0.256,24.2,0.0,2.1,-2.3,-0.1,8.33,13.04
wendell-moorejr-1,Wendell Moore Jr.,duke,2021-22,,JR,6-5,216,25 (2019),F,39,39,1324,1.6,0.413,0.805,0.569,6.3,5.2,1.7,0.2,2.3,15.8,21.4,0.605,19.5,6.2,5.3,2.6,7.9,7.26,19.55
paolo-banchero-1,Paolo Banchero,duke,2021-22,,FR,6-10,250,2 (2021),F,39,39,1286,1.4,0.338,0.729,0.52,9.5,3.9,1.3,1.1,2.9,20.9,24.2,0.557,27.5,6.1,5.4,2.3,7.7,7.26,19.55
jeremy-roach-2,Jeremy Roach,duke,2021-22,,SO,6-1,175,20 (2020),G,39,27,1145,1.4,0.322,0.763,0.477,3.3,4.3,1.2,0.1,2.2,11.7,11.7,0.515,17.3,2.7,0.1,1.2,1.3,7.26,19.55
trevor-keels-1,Trevor Keels,duke,2021-22,,FR,6-4,221,19 (2021),G,36,26,1087,2.0,0.312,0.67,0.496,4.6,3.6,1.6,0.1,1.7,15.2,16.5,0.52,20.7,3.7,2.7,1.5,4.2,7.26,19.55
aj-griffin-1,AJ Griffin,duke,2021-22,,FR,6-6,222,18 (2021),F,39,25,935,3.0,0.447,0.792,0.613,6.5,1.6,0.9,0.9,1.1,17.3,20.7,0.63,18.8,4.2,6.6,1.5,8.1,7.26,19.55
mark-williams-7,Mark Williams,duke,2021-22,,SO,7-0,243,25 (2020),C,39,39,922,0.0,0.0,0.727,0.721,12.5,1.5,0.8,4.8,1.6,19.0,33.1,0.726,18.6,6.3,7.8,4.8,12.5,7.26,19.55
theo-john-2,Theo John,duke,2021-22,,SR,6-9,255,,F,38,0,428,0.0,0.0,0.625,0.605,9.0,1.5,1.6,3.1,1.6,10.0,17.4,0.612,12.4,1.7,0.3,4.9,5.1,7.26,19.55
joey-baker-1,Joey Baker,duke,2021-22,,SR,6-6,201,37 (2018),F,34,0,406,3.0,0.405,0.778,0.559,3.9,1.4,1.3,0.1,1.8,15.1,13.6,0.585,18.6,1.2,0.8,0.8,1.6,7.26,19.55
bates-jones-1,Bates Jones,duke,2021-22,,SR,6-8,225,,F,27,0,142,2.5,0.31,1.0,0.515,8.2,3.1,0.6,0.8,1.7,11.0,15.1,0.543,15.0,0.5,3.3,0.8,4.2,7.26,19.55
jaylen-blakes-1,Jaylen Blakes,duke,2021-22,,FR,6-1,208,,G,21,0,94,2.1,0.294,0.0,0.375,6.4,4.7,1.7,0.0,3.4,8.9,6.1,0.369,19.7,0.1,-5.0,0.3,-4.7,7.26,19.55
michael-savarino-1,Michael Savarino,duke,2021-22,,JR,6-0,185,,G,11,0,25,6.4,0.444,,0.6,8.0,0.0,1.6,0.0,1.6,19.2,18.9,0.6,22.4,0.1,3.3,0.6,4.0,7.26,19.55
keenan-worthington-1,Keenan Worthington,duke,2021-22,,JR,6-9,225,,F,9,0,24,0.0,,0.25,0.5,20.0,0.0,0.0,0.0,0.0,5.0,13.4,0.385,8.3,0.1,0.9,-2.1,-1.2,7.26,19.55
spencer-hubbard-1,Spencer Hubbard,duke,2021-22,,SO,5-8,160,,G,3,0,6,0.0,,0.5,,6.7,0.0,0.0,0.0,0.0,6.7,5.2,0.526,8.1,0.0,-7.7,0.4,-7.4,7.26,19.55
stanley-borden-1,Stanley Borden,duke,2021-22,,FR,7-0,240,,C,1,0,1,0.0,,,,40.0,0.0,0.0,0.0,0.0,0.0,45.9,,0.0,0.0,18.0,-14.2,3.8,7.26,19.55
jeremy-roach-2,Jeremy Roach,duke,2022-23,,JR,6-1,175,20 (2020),G,32,30,1062,1.7,0.343,0.78,0.489,3.0,3.7,1.1,0.0,2.7,16.4,14.4,0.524,23.6,3.2,1.7,1.4,3.1,7.44,15.83
tyrese-proctor-1,Tyrese Proctor,duke,2022-23,,FR,6-5,175,97 (2022),G,36,34,1059,1.8,0.32,0.871,0.459,4.2,4.5,0.8,0.2,2.2,12.8,12.8,0.504,19.2,3.1,1.3,2.0,3.3,7.44,15.83
kyle-filipowski-1,Kyle Filipowski,duke,2022-23,,FR,7-0,230,4 (2022),C,36,36,1047,1.3,0.282,0.765,0.481,12.3,2.1,1.8,1.0,3.4,20.7,23.2,0.533,29.6,4.8,4.0,3.4,7.5,7.44,15.83
mark-mitchell-4,Mark Mitchell,duke,2022-23,,FR,6-8,220,22 (2022),F,35,35,948,0.8,0.352,0.763,0.508,6.7,1.8,0.9,0.8,1.9,13.4,15.9,0.554,18.1,3.2,2.4,2.5,4.9,7.44,15.83
dereck-lively-ii-1,Dereck Lively II,duke,2022-23,,FR,7-1,230,2 (2022),C,34,27,700,0.1,0.154,0.6,0.667,10.5,2.1,1.0,4.7,1.3,10.1,22.6,0.662,11.6,3.5,2.5,6.8,9.3,7.44,15.83
ryan-young-2,Ryan Young,duke,2022-23,,SR,6-10,245,,C,36,9,635,0.0,,0.813,0.685,12.5,3.0,0.6,1.1,2.6,14.5,24.2,0.717,16.4,3.5,4.5,3.3,7.8,7.44,15.83
dariq-whitehead-1,Dariq Whitehead,duke,2022-23,,FR,6-7,220,1 (2022),F,28,7,577,2.9,0.429,0.793,0.528,4.7,1.9,1.5,0.4,2.7,16.0,14.1,0.548,22.4,1.7,1.6,2.3,4.0,7.44,15.83
jacob-grandison-1,Jacob Grandison,duke,2022-23,,SR,6-6,205,,G,36,0,571,2.2,0.337,0.889,0.518,5.0,3.3,1.0,0.1,1.3,11.1,13.1,0.543,14.9,1.9,1.7,2.7,4.4,7.44,15.83
jaylen-blakes-1,Jaylen Blakes,duke,2022-23,,SO,6-1,208,,G,32,2,421,1.4,0.341,0.649,0.435,4.5,3.8,1.7,0.5,1.8,10.0,11.3,0.475,15.9,1.2,-1.2,4.0,2.8,7.44,15.83
jaden-schutt-1,Jaden Schutt,duke,2022-23,,FR,6-5,185,59 (2022),G,14,0,96,2.9,0.35,0.5,0.482,6.3,2.5,0.4,0.8,0.0,12.1,14.4,0.485,16.1,0.4,1.8,1.5,3.3,7.44,15.83
christian-reeves-1,Christian Reeves,duke,2022-23,,FR,7-1,245,,C,13,0,42,0.0,,0.667,0.727,11.4,1.0,1.0,0.0,2.9,19.0,28.3,0.722,20.7,0.2,5.2,-0.6,4.6,7.44,15.83
kate-catchings-1,Kale Catchings,duke,2022-23,,SR,6-6,220,,F,10,0,33,0.0,0.0,0.0,0.444,9.7,2.4,1.2,1.2,1.2,9.7,13.4,0.384,17.9,0.1,-1.2,1.5,0.3,7.44,15.83
max-johns-1,Max Johns,duke,2022-23,,SR,6-3,195,,G,9,0,26,0.0,,,0.0,6.2,3.1,3.1,0.0,3.1,0.0,2.0,0.0,7.9,0.0,-6.8,5.5,-1.4,7.44,15.83
spencer-hubbard-1,Spencer Hubbard,duke,2022-23,,JR,5-8,160,,G,3,0,9,0.0,0.0,,0.0,4.4,0.0,4.4,0.0,8.9,0.0,-19.7,0.0,22.9,-0.1,-25.6,1.4,-24.2,7.44,15.83
stanley-borden-1,Stanley Borden,duke,2022-23,,SO,7-0,240,,C,1,0,2,0.0,,,,20.0,0.0,0.0,0.0,0.0,0.0,8.6,,0.0,0.0,-0.9,3.6,2.6,7.44,15.83
jeremy-roach-2,Jeremy Roach,duke,2023-24,,SR,6-1,175,20 (2020),G,35,33,1144,1.9,0.429,0.844,0.544,3.1,4.0,1.4,0.2,1.7,17.1,18.3,0.592,20.7,5.0,4.5,2.6,7.2,8.36,20.67
jared-mccain-2,Jared McCain,duke,2023-24,,FR,6-3,197,12 (2023),G,36,36,1137,3.1,0.414,0.885,0.577,6.4,2.4,1.3,0.1,1.7,18.1,19.4,0.611,21.1,5.2,6.0,2.6,8.5,8.36,20.67
kyle-filipowski-1,Kyle Filipowski,duke,2023-24,,SO,7-0,230,4 (2022),C,36,36,1095,1.4,0.348,0.671,0.549,10.9,3.7,1.5,2.0,2.8,21.6,26.0,0.573,27.7,6.0,6.6,4.5,11.1,8.36,20.67
tyrese-proctor-1,Tyrese Proctor,duke,2023-24,,SO,6-5,175,97 (2022),G,32,25,974,2.4,0.352,0.755,0.525,3.9,4.8,0.9,0.1,1.6,13.8,14.4,0.545,18.3,3.3,3.3,2.2,5.4,8.36,20.67
mark-mitchell-4,Mark Mitchell,duke,2023-24,,SO,6-8,220,22 (2022),F,33,32,945,0.5,0.275,0.623,0.562,8.3,1.5,1.1,1.0,1.6,16.2,20.0,0.583,19.9,4.2,4.3,2.4,6.7,8.36,20.67
caleb-foster-2,Caleb Foster,duke,2023-24,,FR,6-5,197,17 (2023),G,27,15,685,1.6,0.406,0.688,0.521,3.8,3.4,0.9,0.1,1.7,12.1,11.7,0.545,16.4,2.0,0.9,1.8,2.7,8.36,20.67
ryan-young-2,Ryan Young,duke,2023-24,,SR,6-10,245,,C,36,2,424,0.0,0.0,0.629,0.582,11.7,2.8,0.9,1.6,2.7,9.4,15.6,0.598,13.6,1.6,0.9,3.7,4.7,8.36,20.67
jaylen-blakes-1,Jaylen Blakes,duke,2023-24,,JR,6-1,208,,G,31,1,285,0.7,0.263,0.941,0.456,3.6,1.8,2.9,0.7,1.1,8.0,11.6,0.537,11.0,0.9,-1.1,6.1,5.0,8.36,20.67
sean-stewart-2,Sean Stewart,duke,2023-24,,FR,6-9,227,15 (2023),F,33,0,275,0.0,,0.536,0.571,15.3,1.0,2.5,2.3,1.9,12.7,22.5,0.57,16.7,1.4,1.3,4.2,5.5,8.36,20.67
tj-power-2,TJ Power,duke,2023-24,,FR,6-9,216,21 (2023),F,26,0,181,3.3,0.357,0.857,0.48,4.2,1.1,1.1,0.7,0.9,12.2,10.8,0.506,16.5,0.5,1.3,0.9,2.2,8.36,20.67
spencer-hubbard-1,Spencer Hubbard,duke,2023-24,,SR,5-8,160,,G,10,0,22,1.8,0.25,0.5,0.417,5.5,3.6,0.0,0.0,1.8,10.9,1.6,0.432,18.5,0.0,-12.1,0.3,-11.8,8.36,20.67
neal-begovich-1,Neal Begovich,duke,2023-24,,SR,6-9,225,,F,8,0,17,0.0,0.0,1.0,0.0,9.4,0.0,0.0,0.0,0.0,4.7,1.3,0.202,14.9,0.0,-5.9,-4.0,-9.9,8.36,20.67
christian-reeves-1,Christian Reeves,duke,2023-24,,SO,7-1,245,,C,3,0,16,0.0,,0.5,0.667,12.5,0.0,0.0,2.5,5.0,12.5,10.2,0.633,19.1,0.0,-5.6,1.8,-3.8,8.36,20.67
kon-knueppel-1,Kon Knueppel,duke,2024-25,,FR,6-7,217,14 (2024),G,39,39,1189,2.8,0.406,0.914,0.59,5.2,3.6,1.3,0.2,1.8,18.9,21.3,0.642,21.4,6.9,6.9,3.9,10.8,10.26,30.72
tyrese-proctor-1,Tyrese Proctor,duke,2024-25,,JR,6-5,175,97 (2022),G,38,38,1137,3.1,0.405,0.68,0.574,4.0,3.0,1.1,0.1,1.4,16.5,16.1,0.587,20.1,5.0,4.4,3.1,7.4,10.26,30.72
cooper-flagg-1,Cooper Flagg,duke,2024-25,,FR,6-9,205,1 (2024),F,37,37,1135,1.8,0.385,0.84,0.533,9.8,5.5,1.8,1.8,2.7,25.0,30.4,0.593,30.9,8.4,9.7,6.7,16.3,10.26,30.72
sion-james-1,Sion James,duke,2024-25,,SR,6-5,185,,G,39,32,996,1.2,0.413,0.81,0.588,6.5,4.6,1.3,0.4,1.9,13.5,17.9,0.635,16.2,5.1,4.3,4.9,9.3,10.26,30.72
khaman-maluach-1,Khaman Maluach,duke,2024-25,,FR,7-2,250,51 (2024),C,39,39,828,0.2,0.25,0.766,0.723,12.4,1.0,0.4,2.5,1.4,16.2,25.5,0.736,16.1,5.4,6.2,3.6,9.9,10.26,30.72
mason-gillis-1,Mason Gillis,duke,2024-25,,SR,6-6,230,,F,37,0,545,2.4,0.34,0.826,0.55,7.0,2.2,1.3,0.0,1.1,11.2,13.3,0.576,14.0,2.3,2.7,4.0,6.8,10.26,30.72
caleb-foster-2,Caleb Foster,duke,2024-25,,SO,6-5,197,17 (2023),G,38,7,532,1.9,0.342,0.629,0.491,4.9,4.1,1.7,0.2,2.4,14.1,13.4,0.506,21.1,1.8,0.6,4.0,4.6,10.26,30.72
isaiah-evans-1,Isaiah Evans,duke,2024-25,,FR,6-6,175,16 (2024),G,36,3,495,5.0,0.416,0.813,0.601,3.3,1.5,0.6,0.2,1.3,19.9,16.7,0.621,22.4,2.2,5.6,1.7,7.2,10.26,30.72
maliq-brown-1,Maliq Brown,duke,2024-25,,JR,6-8,213,,F,26,0,410,0.4,0.333,0.375,0.707,9.3,3.9,3.2,0.9,2.3,6.2,16.4,0.658,9.2,1.9,3.4,8.1,11.5,10.26,30.72
patrick-ngongba-2,Patrick Ngongba,duke,2024-25,,FR,6-11,250,24 (2024),C,30,0,316,0.0,0.0,0.727,0.719,10.1,2.9,1.4,2.0,0.9,14.7,24.7,0.728,14.2,2.2,4.9,6.4,11.3,10.26,30.72
darren-harris-1,Darren Harris,duke,2024-25,,FR,6-6,203,35 (2024),G,21,0,128,1.6,0.227,0.5,0.427,7.5,2.2,0.9,0.0,0.3,13.4,13.8,0.442,20.1,0.5,0.4,1.8,2.2,10.26,30.72
cameron-sheffield-1,Cameron Sheffield,duke,2024-25,,JR,6-6,180,,G,13,0,30,1.3,0.2,0.5,0.25,6.7,2.7,0.0,0.0,1.3,6.7,5.2,0.316,15.4,0.0,-1.0,0.0,-1.1,10.26,30.72
neal-begovich-1,Neal Begovich,duke,2024-25,,SR,6-9,225,,F,11,0,26,1.5,0.333,,0.7,13.8,3.1,4.6,0.0,1.5,10.8,23.2,0.7,12.0,0.2,3.9,9.9,13.9,10.26,30.72
spencer-hubbard-1,Spencer Hubbard,duke,2024-25,,SR,5-8,160,,G,12,0,25,4.8,0.6,,0.591,3.2,4.8,3.2,0.0,3.2,20.8,21.2,0.591,27.0,0.1,3.4,4.9,8.2,10.26,30.72
stanley-borden-1,Stanley Borden,duke,2024-25,,SR,7-0,240,,C,3,0,7,0.0,,,0.0,5.7,0.0,0.0,5.7,11.4,0.0,-17.5,0.0,22.2,-0.1,-19.9,3.5,-16.4,10.26,30.72
